child_sku,parent_sku,nama_blend,season,kategori,ukuran,grind_size,harga_idr,berat_bersih_g,deskripsi_singkat
S-WIN-006-1K-CRS,S-WIN-006,Mystic Winter Story,Winter,Seasonal Blend,1kg,Coarse,257000,1000,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Mandheling dan Java Ciwid..."
S-WIN-006-1K-MED,S-WIN-006,Mystic Winter Story,Winter,Seasonal Blend,1kg,Medium,257500,1000,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Mandheling dan Java Ciwid..."
S-WIN-006-1K-FIN,S-WIN-006,Mystic Winter Story,Winter,Seasonal Blend,1kg,Fine,258000,1000,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Mandheling dan Java Ciwid..."
S-WIN-006-1K-XF,S-WIN-006,Mystic Winter Story,Winter,Seasonal Blend,1kg,Extra Fine,258500,1000,"Blend musim dingin yang menghangatkan jiwa, blend intense ini memadukan biji-biji terbaik dari Mandheling dan Java Ciwid..."
S-WIN-007-100-WB,S-WIN-007,Midnight Winter Signature,Winter,Seasonal Blend,100g,Whole Bean,35000,100,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Bali Kintamani dan Toraja Kalosi dan..."
S-WIN-007-100-CRS,S-WIN-007,Midnight Winter Signature,Winter,Seasonal Blend,100g,Coarse,37000,100,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Bali Kintamani dan Toraja Kalosi dan..."
S-WIN-007-100-MED,S-WIN-007,Midnight Winter Signature,Winter,Seasonal Blend,100g,Medium,37500,100,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Bali Kintamani dan Toraja Kalosi dan..."
S-WIN-007-100-FIN,S-WIN-007,Midnight Winter Signature,Winter,Seasonal Blend,100g,Fine,38000,100,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Bali Kintamani dan Toraja Kalosi dan..."
S-WIN-007-100-XF,S-WIN-007,Midnight Winter Signature,Winter,Seasonal Blend,100g,Extra Fine,38500,100,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Bali Kintamani dan Toraja Kalosi dan..."
S-WIN-007-200-WB,S-WIN-007,Midnight Winter Signature,Winter,Seasonal Blend,200g,Whole Bean,62000,200,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Bali Kintamani dan Toraja Kalosi dan..."
S-WIN-007-200-CRS,S-WIN-007,Midnight Winter Signature,Winter,Seasonal Blend,200g,Coarse,64000,200,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Bali Kintamani dan Toraja Kalosi dan..."
S-WIN-007-200-MED,S-WIN-007,Midnight Winter Signature,Winter,Seasonal Blend,200g,Medium,64500,200,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Bali Kintamani dan Toraja Kalosi dan..."
S-WIN-007-200-FIN,S-WIN-007,Midnight Winter Signature,Winter,Seasonal Blend,200g,Fine,65000,200,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Bali Kintamani dan Toraja Kalosi dan..."
S-WIN-007-200-XF,S-WIN-007,Midnight Winter Signature,Winter,Seasonal Blend,200g,Extra Fine,65500,200,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Bali Kintamani dan Toraja Kalosi dan..."
S-WIN-007-500-WB,S-WIN-007,Midnight Winter Signature,Winter,Seasonal Blend,500g,Whole Bean,140000,500,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Bali Kintamani dan Toraja Kalosi dan..."
S-WIN-007-500-CRS,S-WIN-007,Midnight Winter Signature,Winter,Seasonal Blend,500g,Coarse,142000,500,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Bali Kintamani dan Toraja Kalosi dan..."
S-WIN-007-500-MED,S-WIN-007,Midnight Winter Signature,Winter,Seasonal Blend,500g,Medium,142500,500,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Bali Kintamani dan Toraja Kalosi dan..."
S-WIN-007-500-FIN,S-WIN-007,Midnight Winter Signature,Winter,Seasonal Blend,500g,Fine,143000,500,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Bali Kintamani dan Toraja Kalosi dan..."
S-WIN-007-500-XF,S-WIN-007,Midnight Winter Signature,Winter,Seasonal Blend,500g,Extra Fine,143500,500,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Bali Kintamani dan Toraja Kalosi dan..."
S-WIN-007-1K-WB,S-WIN-007,Midnight Winter Signature,Winter,Seasonal Blend,1kg,Whole Bean,255000,1000,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Bali Kintamani dan Toraja Kalosi dan..."
S-WIN-007-1K-CRS,S-WIN-007,Midnight Winter Signature,Winter,Seasonal Blend,1kg,Coarse,257000,1000,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Bali Kintamani dan Toraja Kalosi dan..."
S-WIN-007-1K-MED,S-WIN-007,Midnight Winter Signature,Winter,Seasonal Blend,1kg,Medium,257500,1000,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Bali Kintamani dan Toraja Kalosi dan..."
S-WIN-007-1K-FIN,S-WIN-007,Midnight Winter Signature,Winter,Seasonal Blend,1kg,Fine,258000,1000,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Bali Kintamani dan Toraja Kalosi dan..."
S-WIN-007-1K-XF,S-WIN-007,Midnight Winter Signature,Winter,Seasonal Blend,1kg,Extra Fine,258500,1000,"Cocok dinikmati di malam dingin, blend intense ini memadukan biji-biji terbaik dari Bali Kintamani dan Toraja Kalosi dan..."
S-WIN-008-100-WB,S-WIN-008,Highland Winter Signature,Winter,Seasonal Blend,100g,Whole Bean,35000,100,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Flores Bajawa dan Java Ciwidey dan Lamp..."
S-WIN-008-100-CRS,S-WIN-008,Highland Winter Signature,Winter,Seasonal Blend,100g,Coarse,37000,100,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Flores Bajawa dan Java Ciwidey dan Lamp..."
S-WIN-008-100-MED,S-WIN-008,Highland Winter Signature,Winter,Seasonal Blend,100g,Medium,37500,100,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Flores Bajawa dan Java Ciwidey dan Lamp..."
S-WIN-008-100-FIN,S-WIN-008,Highland Winter Signature,Winter,Seasonal Blend,100g,Fine,38000,100,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Flores Bajawa dan Java Ciwidey dan Lamp..."
S-WIN-008-100-XF,S-WIN-008,Highland Winter Signature,Winter,Seasonal Blend,100g,Extra Fine,38500,100,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Flores Bajawa dan Java Ciwidey dan Lamp..."
S-WIN-008-200-WB,S-WIN-008,Highland Winter Signature,Winter,Seasonal Blend,200g,Whole Bean,62000,200,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Flores Bajawa dan Java Ciwidey dan Lamp..."
S-WIN-008-200-CRS,S-WIN-008,Highland Winter Signature,Winter,Seasonal Blend,200g,Coarse,64000,200,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Flores Bajawa dan Java Ciwidey dan Lamp..."
S-WIN-008-200-MED,S-WIN-008,Highland Winter Signature,Winter,Seasonal Blend,200g,Medium,64500,200,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Flores Bajawa dan Java Ciwidey dan Lamp..."
S-WIN-008-200-FIN,S-WIN-008,Highland Winter Signature,Winter,Seasonal Blend,200g,Fine,65000,200,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Flores Bajawa dan Java Ciwidey dan Lamp..."
S-WIN-008-200-XF,S-WIN-008,Highland Winter Signature,Winter,Seasonal Blend,200g,Extra Fine,65500,200,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Flores Bajawa dan Java Ciwidey dan Lamp..."
S-WIN-008-500-WB,S-WIN-008,Highland Winter Signature,Winter,Seasonal Blend,500g,Whole Bean,140000,500,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Flores Bajawa dan Java Ciwidey dan Lamp..."
S-WIN-008-500-CRS,S-WIN-008,Highland Winter Signature,Winter,Seasonal Blend,500g,Coarse,142000,500,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Flores Bajawa dan Java Ciwidey dan Lamp..."
S-WIN-008-500-MED,S-WIN-008,Highland Winter Signature,Winter,Seasonal Blend,500g,Medium,142500,500,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Flores Bajawa dan Java Ciwidey dan Lamp..."
S-WIN-008-500-FIN,S-WIN-008,Highland Winter Signature,Winter,Seasonal Blend,500g,Fine,143000,500,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Flores Bajawa dan Java Ciwidey dan Lamp..."
S-WIN-008-500-XF,S-WIN-008,Highland Winter Signature,Winter,Seasonal Blend,500g,Extra Fine,143500,500,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Flores Bajawa dan Java Ciwidey dan Lamp..."
S-WIN-008-1K-WB,S-WIN-008,Highland Winter Signature,Winter,Seasonal Blend,1kg,Whole Bean,255000,1000,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Flores Bajawa dan Java Ciwidey dan Lamp..."
S-WIN-008-1K-CRS,S-WIN-008,Highland Winter Signature,Winter,Seasonal Blend,1kg,Coarse,257000,1000,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Flores Bajawa dan Java Ciwidey dan Lamp..."
S-WIN-008-1K-MED,S-WIN-008,Highland Winter Signature,Winter,Seasonal Blend,1kg,Medium,257500,1000,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Flores Bajawa dan Java Ciwidey dan Lamp..."
S-WIN-008-1K-FIN,S-WIN-008,Highland Winter Signature,Winter,Seasonal Blend,1kg,Fine,258000,1000,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Flores Bajawa dan Java Ciwidey dan Lamp..."
S-WIN-008-1K-XF,S-WIN-008,Highland Winter Signature,Winter,Seasonal Blend,1kg,Extra Fine,258500,1000,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Flores Bajawa dan Java Ciwidey dan Lamp..."
S-WIN-009-100-WB,S-WIN-009,Celestial Winter Ridge,Winter,Seasonal Blend,100g,Whole Bean,35000,100,"Cocok dinikmati di malam dingin, blend comforting ini memadukan biji-biji terbaik dari Solok Radjo dan Bengkulu dan Mand..."
S-WIN-009-100-CRS,S-WIN-009,Celestial Winter Ridge,Winter,Seasonal Blend,100g,Coarse,37000,100,"Cocok dinikmati di malam dingin, blend comforting ini memadukan biji-biji terbaik dari Solok Radjo dan Bengkulu dan Mand..."
S-WIN-009-100-MED,S-WIN-009,Celestial Winter Ridge,Winter,Seasonal Blend,100g,Medium,37500,100,"Cocok dinikmati di malam dingin, blend comforting ini memadukan biji-biji terbaik dari Solok Radjo dan Bengkulu dan Mand..."
S-WIN-009-100-FIN,S-WIN-009,Celestial Winter Ridge,Winter,Seasonal Blend,100g,Fine,38000,100,"Cocok dinikmati di malam dingin, blend comforting ini memadukan biji-biji terbaik dari Solok Radjo dan Bengkulu dan Mand..."
S-WIN-009-100-XF,S-WIN-009,Celestial Winter Ridge,Winter,Seasonal Blend,100g,Extra Fine,38500,100,"Cocok dinikmati di malam dingin, blend comforting ini memadukan biji-biji terbaik dari Solok Radjo dan Bengkulu dan Mand..."
S-WIN-009-200-WB,S-WIN-009,Celestial Winter Ridge,Winter,Seasonal Blend,200g,Whole Bean,62000,200,"Cocok dinikmati di malam dingin, blend comforting ini memadukan biji-biji terbaik dari Solok Radjo dan Bengkulu dan Mand..."
S-WIN-009-200-CRS,S-WIN-009,Celestial Winter Ridge,Winter,Seasonal Blend,200g,Coarse,64000,200,"Cocok dinikmati di malam dingin, blend comforting ini memadukan biji-biji terbaik dari Solok Radjo dan Bengkulu dan Mand..."
S-WIN-009-200-MED,S-WIN-009,Celestial Winter Ridge,Winter,Seasonal Blend,200g,Medium,64500,200,"Cocok dinikmati di malam dingin, blend comforting ini memadukan biji-biji terbaik dari Solok Radjo dan Bengkulu dan Mand..."
S-WIN-009-200-FIN,S-WIN-009,Celestial Winter Ridge,Winter,Seasonal Blend,200g,Fine,65000,200,"Cocok dinikmati di malam dingin, blend comforting ini memadukan biji-biji terbaik dari Solok Radjo dan Bengkulu dan Mand..."
S-WIN-009-200-XF,S-WIN-009,Celestial Winter Ridge,Winter,Seasonal Blend,200g,Extra Fine,65500,200,"Cocok dinikmati di malam dingin, blend comforting ini memadukan biji-biji terbaik dari Solok Radjo dan Bengkulu dan Mand..."
S-WIN-009-500-WB,S-WIN-009,Celestial Winter Ridge,Winter,Seasonal Blend,500g,Whole Bean,140000,500,"Cocok dinikmati di malam dingin, blend comforting ini memadukan biji-biji terbaik dari Solok Radjo dan Bengkulu dan Mand..."
S-WIN-009-500-CRS,S-WIN-009,Celestial Winter Ridge,Winter,Seasonal Blend,500g,Coarse,142000,500,"Cocok dinikmati di malam dingin, blend comforting ini memadukan biji-biji terbaik dari Solok Radjo dan Bengkulu dan Mand..."
S-WIN-009-500-MED,S-WIN-009,Celestial Winter Ridge,Winter,Seasonal Blend,500g,Medium,142500,500,"Cocok dinikmati di malam dingin, blend comforting ini memadukan biji-biji terbaik dari Solok Radjo dan Bengkulu dan Mand..."
S-WIN-009-500-FIN,S-WIN-009,Celestial Winter Ridge,Winter,Seasonal Blend,500g,Fine,143000,500,"Cocok dinikmati di malam dingin, blend comforting ini memadukan biji-biji terbaik dari Solok Radjo dan Bengkulu dan Mand..."
S-WIN-009-500-XF,S-WIN-009,Celestial Winter Ridge,Winter,Seasonal Blend,500g,Extra Fine,143500,500,"Cocok dinikmati di malam dingin, blend comforting ini memadukan biji-biji terbaik dari Solok Radjo dan Bengkulu dan Mand..."
S-WIN-009-1K-WB,S-WIN-009,Celestial Winter Ridge,Winter,Seasonal Blend,1kg,Whole Bean,255000,1000,"Cocok dinikmati di malam dingin, blend comforting ini memadukan biji-biji terbaik dari Solok Radjo dan Bengkulu dan Mand..."
S-WIN-009-1K-CRS,S-WIN-009,Celestial Winter Ridge,Winter,Seasonal Blend,1kg,Coarse,257000,1000,"Cocok dinikmati di malam dingin, blend comforting ini memadukan biji-biji terbaik dari Solok Radjo dan Bengkulu dan Mand..."
S-WIN-009-1K-MED,S-WIN-009,Celestial Winter Ridge,Winter,Seasonal Blend,1kg,Medium,257500,1000,"Cocok dinikmati di malam dingin, blend comforting ini memadukan biji-biji terbaik dari Solok Radjo dan Bengkulu dan Mand..."
S-WIN-009-1K-FIN,S-WIN-009,Celestial Winter Ridge,Winter,Seasonal Blend,1kg,Fine,258000,1000,"Cocok dinikmati di malam dingin, blend comforting ini memadukan biji-biji terbaik dari Solok Radjo dan Bengkulu dan Mand..."
S-WIN-009-1K-XF,S-WIN-009,Celestial Winter Ridge,Winter,Seasonal Blend,1kg,Extra Fine,258500,1000,"Cocok dinikmati di malam dingin, blend comforting ini memadukan biji-biji terbaik dari Solok Radjo dan Bengkulu dan Mand..."
S-WIN-010-100-WB,S-WIN-010,Primal Winter Origin,Winter,Seasonal Blend,100g,Whole Bean,35000,100,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Mandheling dan Java Ciwidey. Diproses d..."
S-WIN-010-100-CRS,S-WIN-010,Primal Winter Origin,Winter,Seasonal Blend,100g,Coarse,37000,100,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Mandheling dan Java Ciwidey. Diproses d..."
S-WIN-010-100-MED,S-WIN-010,Primal Winter Origin,Winter,Seasonal Blend,100g,Medium,37500,100,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Mandheling dan Java Ciwidey. Diproses d..."
S-WIN-010-100-FIN,S-WIN-010,Primal Winter Origin,Winter,Seasonal Blend,100g,Fine,38000,100,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Mandheling dan Java Ciwidey. Diproses d..."
S-WIN-010-100-XF,S-WIN-010,Primal Winter Origin,Winter,Seasonal Blend,100g,Extra Fine,38500,100,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Mandheling dan Java Ciwidey. Diproses d..."
S-WIN-010-200-WB,S-WIN-010,Primal Winter Origin,Winter,Seasonal Blend,200g,Whole Bean,62000,200,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Mandheling dan Java Ciwidey. Diproses d..."
S-WIN-010-200-CRS,S-WIN-010,Primal Winter Origin,Winter,Seasonal Blend,200g,Coarse,64000,200,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Mandheling dan Java Ciwidey. Diproses d..."
S-WIN-010-200-MED,S-WIN-010,Primal Winter Origin,Winter,Seasonal Blend,200g,Medium,64500,200,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Mandheling dan Java Ciwidey. Diproses d..."
S-WIN-010-200-FIN,S-WIN-010,Primal Winter Origin,Winter,Seasonal Blend,200g,Fine,65000,200,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Mandheling dan Java Ciwidey. Diproses d..."
S-WIN-010-200-XF,S-WIN-010,Primal Winter Origin,Winter,Seasonal Blend,200g,Extra Fine,65500,200,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Mandheling dan Java Ciwidey. Diproses d..."
S-WIN-010-500-WB,S-WIN-010,Primal Winter Origin,Winter,Seasonal Blend,500g,Whole Bean,140000,500,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Mandheling dan Java Ciwidey. Diproses d..."
S-WIN-010-500-CRS,S-WIN-010,Primal Winter Origin,Winter,Seasonal Blend,500g,Coarse,142000,500,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Mandheling dan Java Ciwidey. Diproses d..."
S-WIN-010-500-MED,S-WIN-010,Primal Winter Origin,Winter,Seasonal Blend,500g,Medium,142500,500,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Mandheling dan Java Ciwidey. Diproses d..."
S-WIN-010-500-FIN,S-WIN-010,Primal Winter Origin,Winter,Seasonal Blend,500g,Fine,143000,500,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Mandheling dan Java Ciwidey. Diproses d..."
S-WIN-010-500-XF,S-WIN-010,Primal Winter Origin,Winter,Seasonal Blend,500g,Extra Fine,143500,500,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Mandheling dan Java Ciwidey. Diproses d..."
S-WIN-010-1K-WB,S-WIN-010,Primal Winter Origin,Winter,Seasonal Blend,1kg,Whole Bean,255000,1000,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Mandheling dan Java Ciwidey. Diproses d..."
S-WIN-010-1K-CRS,S-WIN-010,Primal Winter Origin,Winter,Seasonal Blend,1kg,Coarse,257000,1000,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Mandheling dan Java Ciwidey. Diproses d..."
S-WIN-010-1K-MED,S-WIN-010,Primal Winter Origin,Winter,Seasonal Blend,1kg,Medium,257500,1000,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Mandheling dan Java Ciwidey. Diproses d..."
S-WIN-010-1K-FIN,S-WIN-010,Primal Winter Origin,Winter,Seasonal Blend,1kg,Fine,258000,1000,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Mandheling dan Java Ciwidey. Diproses d..."
S-WIN-010-1K-XF,S-WIN-010,Primal Winter Origin,Winter,Seasonal Blend,1kg,Extra Fine,258500,1000,"Rasa tebal dan mengenyangkan, blend warming ini memadukan biji-biji terbaik dari Mandheling dan Java Ciwidey. Diproses d..."
S-WIN-011-100-WB,S-WIN-011,Summit Winter Select,Winter,Seasonal Blend,100g,Whole Bean,35000,100,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Flores Manggar..."
S-WIN-011-100-CRS,S-WIN-011,Summit Winter Select,Winter,Seasonal Blend,100g,Coarse,37000,100,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Flores Manggar..."
S-WIN-011-100-MED,S-WIN-011,Summit Winter Select,Winter,Seasonal Blend,100g,Medium,37500,100,"Menemani hari hujan dengan sempurna, blend dark ini memadukan biji-biji terbaik dari Kerinci Kayu Aro dan Flores Manggar..."
