child_sku,parent_sku,nama_blend,season,season_universe,kategori,ukuran,grind_size,harga_idr,berat_bersih_g,deskripsi_singkat
S-WIN-006-200-MED,S-WIN-006,Sealed Passage,Winter,The Dark Passage,Seasonal Blend,200g,Medium,64500,200,"Ketika angin gunung membekukan jejak perjalanan, blend ini mempertemukan biji-biji dari Mandheling serta Java Ciwidey serta Papua ..."
S-WIN-006-200-FIN,S-WIN-006,Sealed Passage,Winter,The Dark Passage,Seasonal Blend,200g,Fine,65000,200,"Ketika angin gunung membekukan jejak perjalanan, blend ini mempertemukan biji-biji dari Mandheling serta Java Ciwidey serta Papua ..."
S-WIN-006-200-XF,S-WIN-006,Sealed Passage,Winter,The Dark Passage,Seasonal Blend,200g,Extra Fine,65500,200,"Ketika angin gunung membekukan jejak perjalanan, blend ini mempertemukan biji-biji dari Mandheling serta Java Ciwidey serta Papua ..."
S-WIN-006-500-WB,S-WIN-006,Sealed Passage,Winter,The Dark Passage,Seasonal Blend,500g,Whole Bean,140000,500,"Ketika angin gunung membekukan jejak perjalanan, blend ini mempertemukan biji-biji dari Mandheling serta Java Ciwidey serta Papua ..."
S-WIN-006-500-CRS,S-WIN-006,Sealed Passage,Winter,The Dark Passage,Seasonal Blend,500g,Coarse,142000,500,"Ketika angin gunung membekukan jejak perjalanan, blend ini mempertemukan biji-biji dari Mandheling serta Java Ciwidey serta Papua ..."
S-WIN-006-500-MED,S-WIN-006,Sealed Passage,Winter,The Dark Passage,Seasonal Blend,500g,Medium,142500,500,"Ketika angin gunung membekukan jejak perjalanan, blend ini mempertemukan biji-biji dari Mandheling serta Java Ciwidey serta Papua ..."
S-WIN-006-500-FIN,S-WIN-006,Sealed Passage,Winter,The Dark Passage,Seasonal Blend,500g,Fine,143000,500,"Ketika angin gunung membekukan jejak perjalanan, blend ini mempertemukan biji-biji dari Mandheling serta Java Ciwidey serta Papua ..."
S-WIN-006-500-XF,S-WIN-006,Sealed Passage,Winter,The Dark Passage,Seasonal Blend,500g,Extra Fine,143500,500,"Ketika angin gunung membekukan jejak perjalanan, blend ini mempertemukan biji-biji dari Mandheling serta Java Ciwidey serta Papua ..."
S-WIN-006-1K-WB,S-WIN-006,Sealed Passage,Winter,The Dark Passage,Seasonal Blend,1kg,Whole Bean,255000,1000,"Ketika angin gunung membekukan jejak perjalanan, blend ini mempertemukan biji-biji dari Mandheling serta Java Ciwidey serta Papua ..."
S-WIN-006-1K-CRS,S-WIN-006,Sealed Passage,Winter,The Dark Passage,Seasonal Blend,1kg,Coarse,257000,1000,"Ketika angin gunung membekukan jejak perjalanan, blend ini mempertemukan biji-biji dari Mandheling serta Java Ciwidey serta Papua ..."
S-WIN-006-1K-MED,S-WIN-006,Sealed Passage,Winter,The Dark Passage,Seasonal Blend,1kg,Medium,257500,1000,"Ketika angin gunung membekukan jejak perjalanan, blend ini mempertemukan biji-biji dari Mandheling serta Java Ciwidey serta Papua ..."
S-WIN-006-1K-FIN,S-WIN-006,Sealed Passage,Winter,The Dark Passage,Seasonal Blend,1kg,Fine,258000,1000,"Ketika angin gunung membekukan jejak perjalanan, blend ini mempertemukan biji-biji dari Mandheling serta Java Ciwidey serta Papua ..."
S-WIN-006-1K-XF,S-WIN-006,Sealed Passage,Winter,The Dark Passage,Seasonal Blend,1kg,Extra Fine,258500,1000,"Ketika angin gunung membekukan jejak perjalanan, blend ini mempertemukan biji-biji dari Mandheling serta Java Ciwidey serta Papua ..."
S-WIN-007-100-WB,S-WIN-007,Heavy Garrison,Winter,The Dark Passage,Seasonal Blend,100g,Whole Bean,35000,100,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Java Garut serta B..."
S-WIN-007-100-CRS,S-WIN-007,Heavy Garrison,Winter,The Dark Passage,Seasonal Blend,100g,Coarse,37000,100,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Java Garut serta B..."
S-WIN-007-100-MED,S-WIN-007,Heavy Garrison,Winter,The Dark Passage,Seasonal Blend,100g,Medium,37500,100,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Java Garut serta B..."
S-WIN-007-100-FIN,S-WIN-007,Heavy Garrison,Winter,The Dark Passage,Seasonal Blend,100g,Fine,38000,100,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Java Garut serta B..."
S-WIN-007-100-XF,S-WIN-007,Heavy Garrison,Winter,The Dark Passage,Seasonal Blend,100g,Extra Fine,38500,100,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Java Garut serta B..."
S-WIN-007-200-WB,S-WIN-007,Heavy Garrison,Winter,The Dark Passage,Seasonal Blend,200g,Whole Bean,62000,200,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Java Garut serta B..."
S-WIN-007-200-CRS,S-WIN-007,Heavy Garrison,Winter,The Dark Passage,Seasonal Blend,200g,Coarse,64000,200,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Java Garut serta B..."
S-WIN-007-200-MED,S-WIN-007,Heavy Garrison,Winter,The Dark Passage,Seasonal Blend,200g,Medium,64500,200,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Java Garut serta B..."
S-WIN-007-200-FIN,S-WIN-007,Heavy Garrison,Winter,The Dark Passage,Seasonal Blend,200g,Fine,65000,200,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Java Garut serta B..."
S-WIN-007-200-XF,S-WIN-007,Heavy Garrison,Winter,The Dark Passage,Seasonal Blend,200g,Extra Fine,65500,200,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Java Garut serta B..."
S-WIN-007-500-WB,S-WIN-007,Heavy Garrison,Winter,The Dark Passage,Seasonal Blend,500g,Whole Bean,140000,500,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Java Garut serta B..."
S-WIN-007-500-CRS,S-WIN-007,Heavy Garrison,Winter,The Dark Passage,Seasonal Blend,500g,Coarse,142000,500,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Java Garut serta B..."
S-WIN-007-500-MED,S-WIN-007,Heavy Garrison,Winter,The Dark Passage,Seasonal Blend,500g,Medium,142500,500,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Java Garut serta B..."
S-WIN-007-500-FIN,S-WIN-007,Heavy Garrison,Winter,The Dark Passage,Seasonal Blend,500g,Fine,143000,500,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Java Garut serta B..."
S-WIN-007-500-XF,S-WIN-007,Heavy Garrison,Winter,The Dark Passage,Seasonal Blend,500g,Extra Fine,143500,500,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Java Garut serta B..."
S-WIN-007-1K-WB,S-WIN-007,Heavy Garrison,Winter,The Dark Passage,Seasonal Blend,1kg,Whole Bean,255000,1000,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Java Garut serta B..."
S-WIN-007-1K-CRS,S-WIN-007,Heavy Garrison,Winter,The Dark Passage,Seasonal Blend,1kg,Coarse,257000,1000,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Java Garut serta B..."
S-WIN-007-1K-MED,S-WIN-007,Heavy Garrison,Winter,The Dark Passage,Seasonal Blend,1kg,Medium,257500,1000,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Java Garut serta B..."
S-WIN-007-1K-FIN,S-WIN-007,Heavy Garrison,Winter,The Dark Passage,Seasonal Blend,1kg,Fine,258000,1000,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Java Garut serta B..."
S-WIN-007-1K-XF,S-WIN-007,Heavy Garrison,Winter,The Dark Passage,Seasonal Blend,1kg,Extra Fine,258500,1000,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Toraja Kalosi serta Java Garut serta B..."
S-WIN-008-100-WB,S-WIN-008,Shrouded Garrison,Winter,The Dark Passage,Seasonal Blend,100g,Whole Bean,35000,100,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Flores Bajawa serta Java Ciwidey serta..."
S-WIN-008-100-CRS,S-WIN-008,Shrouded Garrison,Winter,The Dark Passage,Seasonal Blend,100g,Coarse,37000,100,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Flores Bajawa serta Java Ciwidey serta..."
S-WIN-008-100-MED,S-WIN-008,Shrouded Garrison,Winter,The Dark Passage,Seasonal Blend,100g,Medium,37500,100,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Flores Bajawa serta Java Ciwidey serta..."
S-WIN-008-100-FIN,S-WIN-008,Shrouded Garrison,Winter,The Dark Passage,Seasonal Blend,100g,Fine,38000,100,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Flores Bajawa serta Java Ciwidey serta..."
S-WIN-008-100-XF,S-WIN-008,Shrouded Garrison,Winter,The Dark Passage,Seasonal Blend,100g,Extra Fine,38500,100,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Flores Bajawa serta Java Ciwidey serta..."
S-WIN-008-200-WB,S-WIN-008,Shrouded Garrison,Winter,The Dark Passage,Seasonal Blend,200g,Whole Bean,62000,200,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Flores Bajawa serta Java Ciwidey serta..."
S-WIN-008-200-CRS,S-WIN-008,Shrouded Garrison,Winter,The Dark Passage,Seasonal Blend,200g,Coarse,64000,200,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Flores Bajawa serta Java Ciwidey serta..."
S-WIN-008-200-MED,S-WIN-008,Shrouded Garrison,Winter,The Dark Passage,Seasonal Blend,200g,Medium,64500,200,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Flores Bajawa serta Java Ciwidey serta..."
S-WIN-008-200-FIN,S-WIN-008,Shrouded Garrison,Winter,The Dark Passage,Seasonal Blend,200g,Fine,65000,200,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Flores Bajawa serta Java Ciwidey serta..."
S-WIN-008-200-XF,S-WIN-008,Shrouded Garrison,Winter,The Dark Passage,Seasonal Blend,200g,Extra Fine,65500,200,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Flores Bajawa serta Java Ciwidey serta..."
S-WIN-008-500-WB,S-WIN-008,Shrouded Garrison,Winter,The Dark Passage,Seasonal Blend,500g,Whole Bean,140000,500,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Flores Bajawa serta Java Ciwidey serta..."
S-WIN-008-500-CRS,S-WIN-008,Shrouded Garrison,Winter,The Dark Passage,Seasonal Blend,500g,Coarse,142000,500,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Flores Bajawa serta Java Ciwidey serta..."
S-WIN-008-500-MED,S-WIN-008,Shrouded Garrison,Winter,The Dark Passage,Seasonal Blend,500g,Medium,142500,500,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Flores Bajawa serta Java Ciwidey serta..."
S-WIN-008-500-FIN,S-WIN-008,Shrouded Garrison,Winter,The Dark Passage,Seasonal Blend,500g,Fine,143000,500,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Flores Bajawa serta Java Ciwidey serta..."
S-WIN-008-500-XF,S-WIN-008,Shrouded Garrison,Winter,The Dark Passage,Seasonal Blend,500g,Extra Fine,143500,500,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Flores Bajawa serta Java Ciwidey serta..."
S-WIN-008-1K-WB,S-WIN-008,Shrouded Garrison,Winter,The Dark Passage,Seasonal Blend,1kg,Whole Bean,255000,1000,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Flores Bajawa serta Java Ciwidey serta..."
S-WIN-008-1K-CRS,S-WIN-008,Shrouded Garrison,Winter,The Dark Passage,Seasonal Blend,1kg,Coarse,257000,1000,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Flores Bajawa serta Java Ciwidey serta..."
S-WIN-008-1K-MED,S-WIN-008,Shrouded Garrison,Winter,The Dark Passage,Seasonal Blend,1kg,Medium,257500,1000,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Flores Bajawa serta Java Ciwidey serta..."
S-WIN-008-1K-FIN,S-WIN-008,Shrouded Garrison,Winter,The Dark Passage,Seasonal Blend,1kg,Fine,258000,1000,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Flores Bajawa serta Java Ciwidey serta..."
S-WIN-008-1K-XF,S-WIN-008,Shrouded Garrison,Winter,The Dark Passage,Seasonal Blend,1kg,Extra Fine,258500,1000,"Bagi para ekspeditor yang melewati malam terpanjang, blend ini mempertemukan biji-biji dari Flores Bajawa serta Java Ciwidey serta..."
S-WIN-009-100-WB,S-WIN-009,Bitter Bastion,Winter,The Dark Passage,Seasonal Blend,100g,Whole Bean,35000,100,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Solok Radjo serta Bengkulu serta Mandheling da..."
S-WIN-009-100-CRS,S-WIN-009,Bitter Bastion,Winter,The Dark Passage,Seasonal Blend,100g,Coarse,37000,100,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Solok Radjo serta Bengkulu serta Mandheling da..."
S-WIN-009-100-MED,S-WIN-009,Bitter Bastion,Winter,The Dark Passage,Seasonal Blend,100g,Medium,37500,100,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Solok Radjo serta Bengkulu serta Mandheling da..."
S-WIN-009-100-FIN,S-WIN-009,Bitter Bastion,Winter,The Dark Passage,Seasonal Blend,100g,Fine,38000,100,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Solok Radjo serta Bengkulu serta Mandheling da..."
S-WIN-009-100-XF,S-WIN-009,Bitter Bastion,Winter,The Dark Passage,Seasonal Blend,100g,Extra Fine,38500,100,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Solok Radjo serta Bengkulu serta Mandheling da..."
S-WIN-009-200-WB,S-WIN-009,Bitter Bastion,Winter,The Dark Passage,Seasonal Blend,200g,Whole Bean,62000,200,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Solok Radjo serta Bengkulu serta Mandheling da..."
S-WIN-009-200-CRS,S-WIN-009,Bitter Bastion,Winter,The Dark Passage,Seasonal Blend,200g,Coarse,64000,200,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Solok Radjo serta Bengkulu serta Mandheling da..."
S-WIN-009-200-MED,S-WIN-009,Bitter Bastion,Winter,The Dark Passage,Seasonal Blend,200g,Medium,64500,200,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Solok Radjo serta Bengkulu serta Mandheling da..."
S-WIN-009-200-FIN,S-WIN-009,Bitter Bastion,Winter,The Dark Passage,Seasonal Blend,200g,Fine,65000,200,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Solok Radjo serta Bengkulu serta Mandheling da..."
S-WIN-009-200-XF,S-WIN-009,Bitter Bastion,Winter,The Dark Passage,Seasonal Blend,200g,Extra Fine,65500,200,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Solok Radjo serta Bengkulu serta Mandheling da..."
S-WIN-009-500-WB,S-WIN-009,Bitter Bastion,Winter,The Dark Passage,Seasonal Blend,500g,Whole Bean,140000,500,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Solok Radjo serta Bengkulu serta Mandheling da..."
S-WIN-009-500-CRS,S-WIN-009,Bitter Bastion,Winter,The Dark Passage,Seasonal Blend,500g,Coarse,142000,500,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Solok Radjo serta Bengkulu serta Mandheling da..."
S-WIN-009-500-MED,S-WIN-009,Bitter Bastion,Winter,The Dark Passage,Seasonal Blend,500g,Medium,142500,500,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Solok Radjo serta Bengkulu serta Mandheling da..."
S-WIN-009-500-FIN,S-WIN-009,Bitter Bastion,Winter,The Dark Passage,Seasonal Blend,500g,Fine,143000,500,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Solok Radjo serta Bengkulu serta Mandheling da..."
S-WIN-009-500-XF,S-WIN-009,Bitter Bastion,Winter,The Dark Passage,Seasonal Blend,500g,Extra Fine,143500,500,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Solok Radjo serta Bengkulu serta Mandheling da..."
S-WIN-009-1K-WB,S-WIN-009,Bitter Bastion,Winter,The Dark Passage,Seasonal Blend,1kg,Whole Bean,255000,1000,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Solok Radjo serta Bengkulu serta Mandheling da..."
S-WIN-009-1K-CRS,S-WIN-009,Bitter Bastion,Winter,The Dark Passage,Seasonal Blend,1kg,Coarse,257000,1000,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Solok Radjo serta Bengkulu serta Mandheling da..."
S-WIN-009-1K-MED,S-WIN-009,Bitter Bastion,Winter,The Dark Passage,Seasonal Blend,1kg,Medium,257500,1000,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Solok Radjo serta Bengkulu serta Mandheling da..."
S-WIN-009-1K-FIN,S-WIN-009,Bitter Bastion,Winter,The Dark Passage,Seasonal Blend,1kg,Fine,258000,1000,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Solok Radjo serta Bengkulu serta Mandheling da..."
S-WIN-009-1K-XF,S-WIN-009,Bitter Bastion,Winter,The Dark Passage,Seasonal Blend,1kg,Extra Fine,258500,1000,"Dalam keheningan malam di antara dua puncak, blend ini mempertemukan biji-biji dari Solok Radjo serta Bengkulu serta Mandheling da..."
S-WIN-010-100-WB,S-WIN-010,Hollow Hearth,Winter,The Dark Passage,Seasonal Blend,100g,Whole Bean,35000,100,"Di singgahan terakhir sebelum salju menutup jalur, blend ini mempertemukan biji-biji dari Java Ciwidey serta Wanoja Kamojang dalam..."
S-WIN-010-100-CRS,S-WIN-010,Hollow Hearth,Winter,The Dark Passage,Seasonal Blend,100g,Coarse,37000,100,"Di singgahan terakhir sebelum salju menutup jalur, blend ini mempertemukan biji-biji dari Java Ciwidey serta Wanoja Kamojang dalam..."
S-WIN-010-100-MED,S-WIN-010,Hollow Hearth,Winter,The Dark Passage,Seasonal Blend,100g,Medium,37500,100,"Di singgahan terakhir sebelum salju menutup jalur, blend ini mempertemukan biji-biji dari Java Ciwidey serta Wanoja Kamojang dalam..."
S-WIN-010-100-FIN,S-WIN-010,Hollow Hearth,Winter,The Dark Passage,Seasonal Blend,100g,Fine,38000,100,"Di singgahan terakhir sebelum salju menutup jalur, blend ini mempertemukan biji-biji dari Java Ciwidey serta Wanoja Kamojang dalam..."
S-WIN-010-100-XF,S-WIN-010,Hollow Hearth,Winter,The Dark Passage,Seasonal Blend,100g,Extra Fine,38500,100,"Di singgahan terakhir sebelum salju menutup jalur, blend ini mempertemukan biji-biji dari Java Ciwidey serta Wanoja Kamojang dalam..."
S-WIN-010-200-WB,S-WIN-010,Hollow Hearth,Winter,The Dark Passage,Seasonal Blend,200g,Whole Bean,62000,200,"Di singgahan terakhir sebelum salju menutup jalur, blend ini mempertemukan biji-biji dari Java Ciwidey serta Wanoja Kamojang dalam..."
